project_name,date,edition,score,comment,category,year,month,scoreType
Система Главбух,2025-01-27 14:39:33,БСС ВИП,10,Обязательно порекомендую! Отличная система!!!,Общее удовлетворение,2025,1,promoter
Система Охрана труда,2025-01-27 14:46:27,Охрана труда Плюс ,10,очень содержательно,Другое,2025,1,promoter
Система Завуч,2025-01-27 14:50:26,Завуч Плюс,10,10,Другое,2025,1,promoter
Система Охрана труда,2025-01-27 14:55:55,Охрана труда ВИП ,10,удобная система в работе.,Платформа/Удобство,2025,1,promoter
Казахстан Система Медицина,2026-05-15 10:36:17,КЗ Медицина ВИП,10,Важная и нужная информация всегда!,Другое,2026,5,promoter
Система Охрана труда,2025-01-27 14:55:57,Охрана труда Плюс ,3,"Совершенно не налажено взаимодействие с Заказчиком, обоснованные претензии принимаются, но не выполняются.",Общее недовольство,2025,1,detractor
Система Госзаказ,2025-01-27 14:56:31,Госзаказ ВИП ,9,"удобный интерфейс, много шаблонов документов, хорошие справочники и есть обучение по направлениям",Контент/Материалы,2025,1,promoter
Система Главбух,2025-01-27 15:04:29,БСС упр,10,нравится,Общее удовлетворение,2025,1,promoter
Система Консилиум,2025-01-27 15:09:16,Консилиум ВИП,10,10,Другое,2025,1,promoter
Система Завуч,2025-01-27 15:16:05,Завуч СуперВИП,10,10,Другое,2025,1,promoter
Система Главбух,2025-01-27 15:17:35,БСС,8,"Вполне возможно - посоветую, но БОЛЬШАЯ ПРОСЬБА - НЕ БЕСПОКОИТЬ С ПРЕДЛОЖЕНИЯМИ ПОДКЛЮЧИТЬ ДРУГИЕ БЛОКИ ОТ ""ГЛАВБУХ"" (Актион).",Общее недовольство,2025,1,neutral
Система Главбух,2025-01-27 15:29:48,БСС ВИП,10,10,Другое,2025,1,promoter
Система Главбух,2025-01-27 15:33:29,БСС,10,классно  и удобно,Платформа/Удобство,2025,1,promoter
Казахстан Система Образование,2026-05-15 09:38:30,КЗ Образование ВИП,10,10,Другое,2026,5,promoter
Система Образование,2025-01-27 16:54:29,Образование ВИП,10,"Облегчаете бумажную работу, актуальные документы с учетом меняющегося законодательства. Практически ничего переделывать не нужно)))",Контент/Материалы,2025,1,promoter
